nsd_id,caption,true_captions
8415,a clock on a building,"[""A large clock tower with two golden clocks on it's sides."", ""A large clock tower with two golden clocks on it's sides."", 'A very ornate clock tower has the clock appearing to be made of real gold. ', 'A very ornate clock tower has the clock appearing to be made of real gold. ', 'A building clock tower with ornate gold frame.', 'A building clock tower with ornate gold frame.', 'A large clock tower with a spiral stair case.', 'A large clock tower with a spiral stair case.', 'A large clock tower stands tall with a gold lined clock.', 'A large clock tower stands tall with a gold lined clock.']"
31123,a small kitchen with a white cabinet and a toilet,"['a kitchen that has a icebox in it', 'a kitchen that has a icebox in it', 'A kitchen view of a refrigerator, with TV trays next to it.', 'A kitchen view of a refrigerator, with TV trays next to it.', 'A white fridge with a plant on it in a kitchen.', 'A white fridge with a plant on it in a kitchen.', 'A kitchen with refrigerator, stove, wood cabinets, and potted plant.', 'A kitchen with refrigerator, stove, wood cabinets, and potted plant.', 'A kitchen has a stove, refrigerator and television trays in it.', 'A kitchen has a stove, refrigerator and television trays in it.']"
21253,a group of people standing in front of a building,"['A tall giraffe is standing in front with a smaller one behind and an even smaller one behind him.', 'A tall giraffe is standing in front with a smaller one behind and an even smaller one behind him.', 'Mother giraffe with 2 young giraffes all standing near path.', 'Mother giraffe with 2 young giraffes all standing near path.', 'A giraffe and baby giraffe stand on a grassy field.', 'A giraffe and baby giraffe stand on a grassy field.', 'A herd of giraffe standing next to a bench.', 'A herd of giraffe standing next to a bench.', 'A picture of a giraffe and a goat next to each other.', 'A picture of a giraffe and a goat next to each other.']"
62228,a group of people sitting on a plane,"['Several buses are parked on a tarmac near some planes.', 'Several buses are parked on a tarmac near some planes.', 'A large bus pulling into a loading area at an airport.', 'A large bus pulling into a loading area at an airport.', 'Airport scene, taken from interior, looking at tram buses and air planes in background.', 'Airport scene, taken from interior, looking at tram buses and air planes in background.', 'Several airplanes and buses sitting on an airport runway.', 'Several airplanes and buses sitting on an airport runway.', 'Buses parked near airplanes at an airport terminal.', 'Buses parked near airplanes at an airport terminal.']"
55649,a group of people standing on a field,"['Flock of seagulls standing on the shoreline staring into the water. ', 'Flock of seagulls standing on the shoreline staring into the water. ', 'Seagulls standing on the shore of the beach and the waves crash', 'Seagulls standing on the shore of the beach and the waves crash', 'a flock of seagels are standing on the sand at the beach ', 'a flock of seagels are standing on the sand at the beach ', 'A flock of seagulls are crowding on the beach shore.', 'A flock of seagulls are crowding on the beach shore.', 'The birds are standing in a group on the beach.\n\n', 'The birds are standing in a group on the beach.\n\n']"
63081,a building with a clock on it,"['A large church tower with a clocked embedded in it.', 'A large church tower with a clocked embedded in it.', 'an image of the top of a church', 'an image of the top of a church', 'a tall tower with a clock on top', 'a tall tower with a clock on top', 'A large stone church with a clock on it', 'A large stone church with a clock on it', 'The view of a tall clock tower against the sky.', 'The view of a tall clock tower against the sky.']"
71241,a small building with a large window and a small table,"['A group of appliances sit in a room.', 'A group of appliances sit in a room.', 'This hallway contains two vending machines and four microwaves', 'This hallway contains two vending machines and four microwaves', 'A room with two vending machines, four microwaves, drawers and cabinets in it. ', 'A room with two vending machines, four microwaves, drawers and cabinets in it. ', 'a hall way that has some vending machines', 'a hall way that has some vending machines', 'A lunch room with lots of microwaves and vending machines.', 'A lunch room with lots of microwaves and vending machines.']"
42563,a train station with a train and a bus,"['Several train tracks with a train on one of them.', 'Several train tracks with a train on one of them.', 'A picture of a train on the train tracks.', 'A picture of a train on the train tracks.', 'A MARC train sits on the train tracks.', 'A MARC train sits on the train tracks.', 'A commuter train with two engines sitting on tracks.', 'A commuter train with two engines sitting on tracks.', 'Two locomotives attached to passenger rail cars sit on the tracks.', 'Two locomotives attached to passenger rail cars sit on the tracks.']"
51051,a white sink and a toilet in a room,"['A bathroom with a bathtub, toilet, and other items. ', 'A bathroom with a bathtub, toilet, and other items. ', 'This half of the bathroom has a shower and a toilet', 'This half of the bathroom has a shower and a toilet', 'A small bathroom with a toilet, bathtub and shower curtain.', 'A small bathroom with a toilet, bathtub and shower curtain.', 'A bathroom that has a  toilet and tub.', 'A bathroom that has a  toilet and tub.', 'A bathroom has a tub, and toilet, and a tiled floor.', 'A bathroom has a tub, and toilet, and a tiled floor.']"
34850,a building with a window and a street with a building,"['A tall building with a courtyard with lots of trees.', 'A tall building with a courtyard with lots of trees.', 'a beautiful house with a very big clock', 'a beautiful house with a very big clock', 'The green and well kept courtyard of a large school', 'The green and well kept courtyard of a large school', 'THERE IS A BUILDING WITH A LOT OD WINDOWS', 'THERE IS A BUILDING WITH A LOT OD WINDOWS', 'The courtyard of a large light colored brick building overlooked by a clock tower.', 'The courtyard of a large light colored brick building overlooked by a clock tower.']"
43984,a man standing on a baseball field with a baseball,"['Baseball player about to fall that during the game', 'Baseball player about to fall that during the game', 'An umpire, referee, and baseball player ready at the home plate.', 'An umpire, referee, and baseball player ready at the home plate.', 'A baseball player at bat with the catcher and umpire behind him.', 'A baseball player at bat with the catcher and umpire behind him.', 'A man holding a baseball bat on a field.', 'A man holding a baseball bat on a field.', 'A umpire, catcher, and batter are poised for a pitch.', 'A umpire, catcher, and batter are poised for a pitch.']"
44705,a white and black bus,"['A train traveling down train tracks near a station.', 'A train traveling down train tracks near a station.', 'a passenger train stopped at a platform  while people stand around ', 'a passenger train stopped at a platform  while people stand around ', 'A couple of people waiting near an electric train.', 'A couple of people waiting near an electric train.', 'A light rail train entering the station on a sunny day.', 'A light rail train entering the station on a sunny day.', 'Orange and white train stopping to pick up passengers.', 'Orange and white train stopping to pick up passengers.']"
17794,a man riding a skateboard on a large body of water,"['A man on a surfboard on an ocean wave.', 'A man on a surfboard on an ocean wave.', ' A man in a wet suit riding a surf board over a wave.', ' A man in a wet suit riding a surf board over a wave.', 'A man that is on a surfboard in the water.', 'A man that is on a surfboard in the water.', 'A man on a surfboard riding a wave.', 'A man on a surfboard riding a wave.', 'A person is flying off the top of a wave on a surf board.', 'A person is flying off the top of a wave on a surf board.']"
28524,a view of a building with a lot of people in it,"['White car parked in a lot with two surfboards on top.', 'White car parked in a lot with two surfboards on top.', 'A honda civic with surf boards sits at a parking lot', 'A honda civic with surf boards sits at a parking lot', 'The parked car has two surfboards on the roof.', 'The parked car has two surfboards on the roof.', 'A small car with two surfboard on the rack parked.', 'A small car with two surfboard on the rack parked.', 'A Honda sits parked with two surfboards on top.', 'A Honda sits parked with two surfboards on top.']"
4249,a plane on the ground,"['A small propeller plane is at a sandy beach.', 'A small propeller plane is at a sandy beach.', 'A small airplane sitting on a sandy beach next to the ocean.', 'A small airplane sitting on a sandy beach next to the ocean.', 'A small plane that has landed on a beach', 'A small plane that has landed on a beach', 'A small, privately-owned plane with people inside sits on the shoreline of a beach on a sunny day. ', 'A small, privately-owned plane with people inside sits on the shoreline of a beach on a sunny day. ', 'Small airplane sitting on a beach with waves in the background.', 'Small airplane sitting on a beach with waves in the background.']"
34829,a man riding a skateboard down a hill,"['A man riding a skateboard next to a dividing rail next to a street.', 'A man riding a skateboard next to a dividing rail next to a street.', 'A man long boarding down a street with cement dividers.', 'A man long boarding down a street with cement dividers.', 'a person riding a skate board on a street', 'a person riding a skate board on a street', 'A man wearing gray shorts and a black tank top rides a skateboard down the street.', 'A man wearing gray shorts and a black tank top rides a skateboard down the street.', 'A skateboarder is crouching and arms fixed as if to run into something.', 'A skateboarder is crouching and arms fixed as if to run into something.']"
38853,a bus parked on a street,"['An empty double decker bus is parked in a lot. ', 'An empty double decker bus is parked in a lot. ', 'A red double decker bus parked on the side of the road by some trees. ', 'A red double decker bus parked on the side of the road by some trees. ', 'A double decker bus parked with its door open. ', 'A double decker bus parked with its door open. ', 'A double decker bus is parked next to a row of trees.', 'A double decker bus is parked next to a row of trees.', 'a double decker bus sit parked on a gravel road ', 'a double decker bus sit parked on a gravel road ']"
8262,a man is standing on a surfboard in front of a body of water,"['A man holding a surfboard stands on rocks and looks down at the ocean. ', 'A man holding a surfboard stands on rocks and looks down at the ocean. ', 'A surfer in a wet suit stands next to the water with his board.', 'A surfer in a wet suit stands next to the water with his board.', 'A man holding a surfboard looking toward the ocean.', 'A man holding a surfboard looking toward the ocean.', 'A surfer in a wet suit is standing on the rocks.', 'A surfer in a wet suit is standing on the rocks.', 'A man standing on top of a rocky hillside next to the ocean.', 'A man standing on top of a rocky hillside next to the ocean.']"
51185,a train is parked on a train track,"['A cat lies in the window sill of the bedroom.', 'A cat lies in the window sill of the bedroom.', 'A bed sitting up against a wall near a window.', 'A bed sitting up against a wall near a window.', 'Small white bed with a lit lamp sitting behind it. ', 'Small white bed with a lit lamp sitting behind it. ', 'A bed that has been made in a small room. ', 'A bed that has been made in a small room. ', 'A bed with a lamp, a cat, and a chair next to it.', 'A bed with a lamp, a cat, and a chair next to it.']"
10600,a large room with a sink and a window,"['An empty kitchen with wood-paneled cabinets and black appliances.', 'An empty kitchen with wood-paneled cabinets and black appliances.', 'some wood cabinets are in a home kitchen', 'some wood cabinets are in a home kitchen', 'A kitchen that does not have stainless steel appliances.', 'A kitchen that does not have stainless steel appliances.', 'a kitchen that has not to much in it', 'a kitchen that has not to much in it', 'An kitchen is empty of contents on the counters.', 'An kitchen is empty of contents on the counters.']"
38978,a kitchen with a sink and a stove,"['A brown kitchen filled with appliances and a refrigerator covered in magnets and papers.', 'A brown kitchen filled with appliances and a refrigerator covered in magnets and papers.', 'A drawer is open in a cluttered kitchen.', 'A drawer is open in a cluttered kitchen.', 'A kitchen features dark wood cabinets, a refrigerator, dishwasher and a stove.', 'A kitchen features dark wood cabinets, a refrigerator, dishwasher and a stove.', 'A kitchen with a refrigerator, stove and dishwasher. ', 'A kitchen with a refrigerator, stove and dishwasher. ', 'A kitchen has the usual condiments on the counter.', 'A kitchen has the usual condiments on the counter.']"
64096,a man is walking down a street with a bike,"['some people are walking with umbrellas down the street', 'some people are walking with umbrellas down the street', 'Light pedestrian traffic with umbrellas on an open air market street.', 'Light pedestrian traffic with umbrellas on an open air market street.', 'Several people who are walking outside with umbrellas. ', 'Several people who are walking outside with umbrellas. ', 'A group of people on a sidewalk with umbrellas', 'A group of people on a sidewalk with umbrellas', 'A crowd of people walking down a wet sidewalk.', 'A crowd of people walking down a wet sidewalk.']"
38060,a couple of elephants in a field,"['Several large elephants standing in a mud field.', 'Several large elephants standing in a mud field.', 'Two elephants cross trunks as they stand in the grass and dirt.', 'Two elephants cross trunks as they stand in the grass and dirt.', 'a number of elephants near one another in a field with trees in the background', 'a number of elephants near one another in a field with trees in the background', 'Four elephants crowded closely together in a clearing.', 'Four elephants crowded closely together in a clearing.', 'A family of elephants stand close to each other.', 'A family of elephants stand close to each other.']"
36682,a small black cat sitting on a white chair,"['A small black cat sitting on the window of a car.', 'A small black cat sitting on the window of a car.', 'A black cats sit on the hood of a car.', 'A black cats sit on the hood of a car.', 'A black cat sitting on top of the hood of a red car.', 'A black cat sitting on top of the hood of a red car.', 'The cat is waiting on the hood of the red car.', 'The cat is waiting on the hood of the red car.', 'A cat that is sitting on the hood of a car.', 'A cat that is sitting on the hood of a car.']"
44184,a white pole with a bird on it,"['A boat named Dirty Dog has two seagulls sitting on it.', 'A boat named Dirty Dog has two seagulls sitting on it.', 'Two birds perched on a ship called dirty dog.', 'Two birds perched on a ship called dirty dog.', 'Two pelicans perched on top of a boat that is sailing in the water', 'Two pelicans perched on top of a boat that is sailing in the water', 'Seagulls resting on an old boat during a calm day', 'Seagulls resting on an old boat during a calm day', 'A boat floating in the water with two birds perched on top. ', 'A boat floating in the water with two birds perched on top. ']"
36731,a couple of giraffes standing in a field,"['A giraffe is trotting across a green grassy field. ', 'A giraffe is trotting across a green grassy field. ', 'A lone giraffe standing on a grassy field', 'A lone giraffe standing on a grassy field', 'A walking giraffe in an open green field', 'A walking giraffe in an open green field', 'A picture of a giraffe walking through an open field.', 'A picture of a giraffe walking through an open field.', 'A tall giraffe standing on a green grass covered field.', 'A tall giraffe standing on a green grass covered field.']"
66216,a couple of zebras standing in the grass,"['Two zebras rubbing heads in a field. ', 'Two zebras rubbing heads in a field. ', 'Two zebras greet each other on a grassy plain.', 'Two zebras greet each other on a grassy plain.', 'Two zebra are standing facing each other outside.', 'Two zebra are standing facing each other outside.', 'Two zebras are rubbing their necks together in a field.', 'Two zebras are rubbing their necks together in a field.', 'Two zebras grazing in the grassy field together.', 'Two zebras grazing in the grassy field together.']"
10244,a man sitting on a chair in front of a building,"['a kitchen with pots and pans hanging from the ceiling', 'a kitchen with pots and pans hanging from the ceiling', 'A kitchen counter with chairs and various pots.', 'A kitchen counter with chairs and various pots.', 'The breakfast bar and pots and pans rack in a modern kitchen', 'The breakfast bar and pots and pans rack in a modern kitchen', 'The eat-in kitchen and pot rack show the efficient use of the small space in this apartment.', 'The eat-in kitchen and pot rack show the efficient use of the small space in this apartment.', 'Many pots and pans have been hung over a kitchen bar.', 'Many pots and pans have been hung over a kitchen bar.']"
41778,a herd of cows grazing in a field,"['A herd of sheep standing on top of a grass covered hillside.', 'A herd of sheep standing on top of a grass covered hillside.', 'Several sheep grazing on a hill side with trees in the background.', 'Several sheep grazing on a hill side with trees in the background.', 'A group of sheep in the field with trees close to the river', 'A group of sheep in the field with trees close to the river', 'Some sheep are standing out in a field', 'Some sheep are standing out in a field', 'A group of sheep out grazing in the grass ', 'A group of sheep out grazing in the grass ']"
50653,a person standing on a ski slope with a snowboard,"['A table with a red tablecloth and a vase of flowers.', 'A table with a red tablecloth and a vase of flowers.', 'A vase of several flowers on a table.', 'A vase of several flowers on a table.', 'A table with place mats and a vase of flowers in the center.', 'A table with place mats and a vase of flowers in the center.', 'A flower vase in the center of the kitchen table.', 'A flower vase in the center of the kitchen table.', 'A wooden table topped with place mats and a vase filled with flowers.', 'A wooden table topped with place mats and a vase filled with flowers.']"
52596,a street with a traffic light and a building,"['so many people and vehicles on the street and road signs also', 'so many people and vehicles on the street and road signs also', 'A bicyclist waits for the all go on a busy street in the city. ', 'A bicyclist waits for the all go on a busy street in the city. ', 'A busy city street looking all the way down the street ', 'A busy city street looking all the way down the street ', 'A busy city street with many cars and someone on a bike.', 'A busy city street with many cars and someone on a bike.', 'A narrow city street with tall building to either side.', 'A narrow city street with tall building to either side.']"
54683,a person riding a snowboard down a slope,"['A person on a skateboard up in the air.', 'A person on a skateboard up in the air.', 'A skateboarder doing a trick in a skate park.', 'A skateboarder doing a trick in a skate park.', 'A skater rides in a bowl at a skate park.', 'A skater rides in a bowl at a skate park.', 'A group of people practicing skateboarding in  a park', 'A group of people practicing skateboarding in  a park', 'a man on a skateboard is performing tricks on the ramp', 'a man on a skateboard is performing tricks on the ramp']"
43445,a man and a woman standing on a field,"['a boy is in a field holding a ball', 'a boy is in a field holding a ball', 'Young boy standing near a field holding a soccer ball.', 'Young boy standing near a field holding a soccer ball.', 'An Asian boy wearing shin guards and athletic clothing is holding a yellow soccer ball.', 'An Asian boy wearing shin guards and athletic clothing is holding a yellow soccer ball.', 'A young boy holds a soccer ball as he stands on the field.', 'A young boy holds a soccer ball as he stands on the field.', 'A boy wearing black and white holding a ball.', 'A boy wearing black and white holding a ball.']"
41097,a close up of a bird with a red beak,"['a bird on the branch looking around near some leaves', 'a bird on the branch looking around near some leaves', 'A small bird patiently sits on a tree branch.', 'A small bird patiently sits on a tree branch.', 'A bird with black, red, and white perched on a limb.', 'A bird with black, red, and white perched on a limb.', 'Small colorful bird sits on branch of growing tree.', 'Small colorful bird sits on branch of growing tree.', 'A black, white and red bird sitting on a branch.', 'A black, white and red bird sitting on a branch.']"
18434,a person is walking on a street with a bike,"['A clock tower that is outdoors somewhere during a sunny day.', 'A clock tower that is outdoors somewhere during a sunny day.', 'A tall clock tower on a lush green field next to a river.', 'A tall clock tower on a lush green field next to a river.', 'A clock tower stand close to the lake in a grassy field.', 'A clock tower stand close to the lake in a grassy field.', 'A black clock tower on grassy area next to water and mountains.', 'A black clock tower on grassy area next to water and mountains.', 'The clock is located near the body of water.', 'The clock is located near the body of water.']"
38794,a white horse on a green field,"['A man that is on a surfboard in the water.', 'A man that is on a surfboard in the water.', 'A surf boarder cresting a large wave on a sunny day.', 'A surf boarder cresting a large wave on a sunny day.', 'A surfer is riding a big wave on a surfboard.', 'A surfer is riding a big wave on a surfboard.', 'A man surfing a nice wave on a bright day with a ship in the background.', 'A man surfing a nice wave on a bright day with a ship in the background.', 'A surfer crests the top of a wave', 'A surfer crests the top of a wave']"
70075,a man sitting on a chair with a small plate,"['The baby is eating a piece of cake. ', 'The baby is eating a piece of cake. ', 'a child on a table eating cake on a plate', 'a child on a table eating cake on a plate', 'A small child covering his eyes and sitting at a table with a piece of cake on a plate in front of him.', 'A small child covering his eyes and sitting at a table with a piece of cake on a plate in front of him.', 'A young baby wiping its face with food on its hands', 'A young baby wiping its face with food on its hands', 'A baby covers his eyes with his hands at a meal.', 'A baby covers his eyes with his hands at a meal.']"
45632,a group of people are standing on a hill,"['Brown bear walking through a creek near trees. ', 'Brown bear walking through a creek near trees. ', 'The young brown bear is standing in a stream.\n', 'The young brown bear is standing in a stream.\n', 'A bear standing on a sandbar in a stream.', 'A bear standing on a sandbar in a stream.', 'A bear walks along the edge of a stream.', 'A bear walks along the edge of a stream.', 'A wet bear stands in the river looking for fish to eat', 'A wet bear stands in the river looking for fish to eat']"
67363,a group of three different colored buses,"['there are many snowboards that are lined on the wall', 'there are many snowboards that are lined on the wall', 'Six snowboards are leaning against a wooden wall.', 'Six snowboards are leaning against a wooden wall.', 'Six skateboards are lined up on a wooden wall.', 'Six skateboards are lined up on a wooden wall.', 'A row of snowboards sitting up against a wall.', 'A row of snowboards sitting up against a wall.', 'A group of snowboards leaned against a wall.', 'A group of snowboards leaned against a wall.']"
56269,a herd of giraffes are grazing on a field,"['Three giraffes are standing in a field next to some brush.', 'Three giraffes are standing in a field next to some brush.', 'Three giraffes standing in a dry dirt field next to branches. ', 'Three giraffes standing in a dry dirt field next to branches. ', 'two giraffes mingling and one standing by them', 'two giraffes mingling and one standing by them', 'Three giraffes eating leaves off cut tree tops.', 'Three giraffes eating leaves off cut tree tops.', 'A  group of giraffe foraging through brush in an enclosure', 'A  group of giraffe foraging through brush in an enclosure']"
27580,a bathroom with a sink and a mirror,"['A bathroom with a walk in shower next to a sink under a mirror.', 'A bathroom with a walk in shower next to a sink under a mirror.', 'a bath room with a shower a sink and a mirror', 'a bath room with a shower a sink and a mirror', 'A corner of a rest room with a very narrow shower.', 'A corner of a rest room with a very narrow shower.', 'A small tiled bathroom with shower and sink.', 'A small tiled bathroom with shower and sink.', 'A bathroom that has an adjustable shower head.', 'A bathroom that has an adjustable shower head.']"
36945,a group of people on a bike,"['There are many motorcycles lined up neatly. ', 'There are many motorcycles lined up neatly. ', 'SEVERAL YAMAHA MOTORCYCLES ARE IN A LONG ROW', 'SEVERAL YAMAHA MOTORCYCLES ARE IN A LONG ROW', 'A bunch of motorcycles that are lined up.', 'A bunch of motorcycles that are lined up.', 'A row of white Yamaha racing motorcycle lined together.', 'A row of white Yamaha racing motorcycle lined together.', 'Yamaha motorcycles lined up parked against the wall', 'Yamaha motorcycles lined up parked against the wall']"
49234,a desk with a laptop and a book on it,"['A laptop is on with a book an note pad sitting next to it.', 'A laptop is on with a book an note pad sitting next to it.', 'A desk with a laptop and a book and notebook sitting on it. ', 'A desk with a laptop and a book and notebook sitting on it. ', 'a desk with a laptop a mouse and a book', 'a desk with a laptop a mouse and a book', 'A lap top with a mouse sitting on a desk next to an open book and notebook.', 'A lap top with a mouse sitting on a desk next to an open book and notebook.', 'The laptop is next to an open magazine.', 'The laptop is next to an open magazine.']"
61677,a man holding a skateboard,"['A woman walking down a street while talking on a cell phone.', 'A woman walking down a street while talking on a cell phone.', 'a girl pulling a suitcase while walking and talking on her phone', 'a girl pulling a suitcase while walking and talking on her phone', 'A young woman on a cellphone smiling and walking.', 'A young woman on a cellphone smiling and walking.', 'A woman talking on her cell phone while walking.', 'A woman talking on her cell phone while walking.', 'The woman is talking on the phone while walking.', 'The woman is talking on the phone while walking.']"
15025,a man riding a snow board down a slope,"['A guy on skis squatting while going down a hill.', 'A guy on skis squatting while going down a hill.', 'A skier wears an orange and black jacket and holds ski poles.', 'A skier wears an orange and black jacket and holds ski poles.', 'A man on skis heading down the slope', 'A man on skis heading down the slope', 'A man skiing down the side of a snow covered slope.', 'A man skiing down the side of a snow covered slope.', 'A skier is coming down the slope on a cloudy day.', 'A skier is coming down the slope on a cloudy day.']"
66479,a couple of people standing on a field,"['there is a dog in the grass playing with a frisbee', 'there is a dog in the grass playing with a frisbee', 'A dog sitting on top of a field next to a white frisbee.', 'A dog sitting on top of a field next to a white frisbee.', 'A brown and white dog has his nose to the grass near a white Frisbee.', 'A brown and white dog has his nose to the grass near a white Frisbee.', 'a dog in a field with a frisbee next to it', 'a dog in a field with a frisbee next to it', 'A dog in a field with a frisbee on the ground nearby.', 'A dog in a field with a frisbee on the ground nearby.']"
55678,a man is playing baseball on a field,"['The base ball pitcher is pitching the ball.', 'The base ball pitcher is pitching the ball.', 'Pitcher in position to throw ball during a game.', 'Pitcher in position to throw ball during a game.', 'A baseball pitcher on the mound throwing a ball.', 'A baseball pitcher on the mound throwing a ball.', 'A man pitching a baseball on top of a field.', 'A man pitching a baseball on top of a field.', 'A pitcher pitching a baseball from the pitchers mound.', 'A pitcher pitching a baseball from the pitchers mound.']"
72209,a woman holding a toothbrush,"['A woman with a toothbrush in her mouth.', 'A woman with a toothbrush in her mouth.', 'A person standing with a toothbrush in their mouth.', 'A person standing with a toothbrush in their mouth.', 'A woman in orange shirt brushing her teeth with clear toothbrush.', 'A woman in orange shirt brushing her teeth with clear toothbrush.', 'a woman looking in a camera while brushing her teeth ', 'a woman looking in a camera while brushing her teeth ', 'Why is she looking scared while brushing her teeth?', 'Why is she looking scared while brushing her teeth?']"
15793,a man and a woman standing next to each other,"['A Woman feeding food with her hands to a Giraffe.', 'A Woman feeding food with her hands to a Giraffe.', 'A girl feeding a giraffe some green leaves.', 'A girl feeding a giraffe some green leaves.', 'A woman standing next to a giraffe feeding it leaves.', 'A woman standing next to a giraffe feeding it leaves.', 'A lady with glasses feeds a giraffe with some leaves', 'A lady with glasses feeds a giraffe with some leaves', 'A giraffe eating greens from a lady while another giraffe stands back.', 'A giraffe eating greens from a lady while another giraffe stands back.']"
40153,a person riding a snowboard down a hill,"['A snowboarder in red and orange snow gear picks himself up off the snowy ground.', 'A snowboarder in red and orange snow gear picks himself up off the snowy ground.', 'A person on some skis in the snow.', 'A person on some skis in the snow.', 'A person in an orange ski suit skiing down a slope.', 'A person in an orange ski suit skiing down a slope.', 'A person in red jacket skiing on a bumpy slope.', 'A person in red jacket skiing on a bumpy slope.', 'A man riding skis down the snow covered hillside.', 'A man riding skis down the snow covered hillside.']"
58404,a small kitchen with a white counter and a black door,"['A desktop computer sitting on top of a desk.', 'A desktop computer sitting on top of a desk.', 'A desk with a computer, keyboard and files.', 'A desk with a computer, keyboard and files.', 'A neat desk has folders and a computer.', 'A neat desk has folders and a computer.', 'a brown desk with a black keyboard and monitor and some folders', 'a brown desk with a black keyboard and monitor and some folders', 'A computer is on with some file folders next to it.', 'A computer is on with some file folders next to it.']"
20307,a large white and blue airplane sitting on a beach,"['Two people sitting on a bench in from of a passing ship.', 'Two people sitting on a bench in from of a passing ship.', 'A couple sitting together on a bench on a pier looking at a 4 masted ship', 'A couple sitting together on a bench on a pier looking at a 4 masted ship', 'Two people sitting on a bench looking at a schooner. ', 'Two people sitting on a bench looking at a schooner. ', 'Two people admiring a large sail boat in a harbor.', 'Two people admiring a large sail boat in a harbor.', 'Two people sitting on a bench watching a sailboat.', 'Two people sitting on a bench watching a sailboat.']"
15506,a small herd of animals in a field,"['Two white and one black sheep in the lawn.', 'Two white and one black sheep in the lawn.', 'A sheep looking on as two other ones sit on the other side of a fence.', 'A sheep looking on as two other ones sit on the other side of a fence.', 'Three small sheep on a grassy hill outside.', 'Three small sheep on a grassy hill outside.', 'Three lambs enclosed in a grassy area near a building. ', 'Three lambs enclosed in a grassy area near a building. ', 'one sheep with two other sheep behind a fence', 'one sheep with two other sheep behind a fence']"
32053,a group of people standing around a fence,"['A herd of giraffe at a zoo standing next to each other.', 'A herd of giraffe at a zoo standing next to each other.', 'Five giraffes are eating food from a feeder in an enclosure.', 'Five giraffes are eating food from a feeder in an enclosure.', 'A group of giraffes eating hay out of a feeder', 'A group of giraffes eating hay out of a feeder', 'A number of giraffes lounging around in a penned area.', 'A number of giraffes lounging around in a penned area.', 'A group of giraffes during feeding time at the zoo.', 'A group of giraffes during feeding time at the zoo.']"
30430,a close up of a kitchen with a table and a lamp,"['A close up view of a street traffic light.', 'A close up view of a street traffic light.', 'A hanging stoplight with the red light illuminated. ', 'A hanging stoplight with the red light illuminated. ', 'A stoplight hangs on a metal arm with lines visible behind it.', 'A stoplight hangs on a metal arm with lines visible behind it.', 'a yellow street light is hanging on a pole', 'a yellow street light is hanging on a pole', 'A red traffic light hanging on a street pole.', 'A red traffic light hanging on a street pole.']"
24264,a man on a skateboard,"['a tennis player on a court with a racket ', 'a tennis player on a court with a racket ', 'a lady that is standing up in a tennis court', 'a lady that is standing up in a tennis court', 'Two people stand on either side of a tennis net.', 'Two people stand on either side of a tennis net.', 'Female tennis play waiting to hit in flight ball.', 'Female tennis play waiting to hit in flight ball.', 'A woman with a tennis racket on a tennis court. ', 'A woman with a tennis racket on a tennis court. ']"
28068,a black and white elephant,"['an elephant on a dirt ground behind a fence', 'an elephant on a dirt ground behind a fence', 'Elephant yawning with trunk in air by a large red feather duster', 'Elephant yawning with trunk in air by a large red feather duster', 'An elephant plays with a toy provided in its enclosure.', 'An elephant plays with a toy provided in its enclosure.', 'I am unable to see the image above.', 'I am unable to see the image above.', 'The young elephant is standing next to a pink fuzzy object.', 'The young elephant is standing next to a pink fuzzy object.']"
20820,a man riding a skateboard down a slope,"['A person standing on top of a ski slope in ski equipment.', 'A person standing on top of a ski slope in ski equipment.', 'A woman looks over her shoulder as she pauses while cross-country skiing.', 'A woman looks over her shoulder as she pauses while cross-country skiing.', 'A woman on skis looking back to the person behind her', 'A woman on skis looking back to the person behind her', 'A person skis through the woods looking back.', 'A person skis through the woods looking back.', 'A person on a snowy slope wearing skis.', 'A person on a snowy slope wearing skis.']"
33813,a table with a bunch of food on it,"['A business man at a banana stand looking at a newspaper.', 'A business man at a banana stand looking at a newspaper.', 'People at a fresh fruit stand in an open air market', 'People at a fresh fruit stand in an open air market', 'A man standing next to a banana stand with bananas hanging down.', 'A man standing next to a banana stand with bananas hanging down.', 'A man reads a newspaper article by a banana stand.  ', 'A man reads a newspaper article by a banana stand.  ', 'A man peruses a newspaper in a market loaded with bananas.', 'A man peruses a newspaper in a market loaded with bananas.']"
12634,a white plate with a brown and yellow colored food,"['A plate that has a sandwich and a bowl of fruits on it.', 'A plate that has a sandwich and a bowl of fruits on it.', 'A plate with a sandwich and a bowl of fruit on it. ', 'A plate with a sandwich and a bowl of fruit on it. ', 'A bowl of fruit on a plate with a croissant sandwich.', 'A bowl of fruit on a plate with a croissant sandwich.', 'there is a white plate with a bow of fruit and a sandwich', 'there is a white plate with a bow of fruit and a sandwich', 'A white plate topped with a sandwich and a bowl of fruit.', 'A white plate topped with a sandwich and a bowl of fruit.']"
24317,a small room with a large window and a black and white train,"['A living room with vertical blinds and a flat screen television.', 'A living room with vertical blinds and a flat screen television.', 'A living room filled with furniture and a black coffee table.', 'A living room filled with furniture and a black coffee table.', 'A living room has a black sofa and a television.', 'A living room has a black sofa and a television.', 'An empty room with a leather couch and a television playing an event. ', 'An empty room with a leather couch and a television playing an event. ', 'A couch and a table in a room.', 'A couch and a table in a room.']"
